FAM	D	T	L
fix_1454_c60_lg_combined.ale.uml_rec	0.105314	0.296997	0.521454
fix_5490_c60_lg_combined.ale.uml_rec	1.10867	1e-06	0.510097
fix_4269_c60_lg_combined.ale.uml_rec	1e-06	0.26779	0.590977
fix_3421_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.236109
fix_1752_c60_lg_combined.ale.uml_rec	0.450964	0.664092	0.499567
fix_3727_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.224242
fix_3885_c60_lg_combined.ale.uml_rec	0.282222	1e-06	1e-06
fix_3619_c60_lg_combined.ale.uml_rec	0.896284	0.222248	0.511624
fix_4051_c60_lg_combined.ale.uml_rec	0.682642	1e-06	0.833683
fix_393_c60_lg_combined.ale.uml_rec	1e-06	0.350462	0.286059
fix_1137_c60_lg_combined.ale.uml_rec	1.02995	1e-06	0.106649
fix_2927_c60_lg_combined.ale.uml_rec	0.135919	7.54248e-06	0.289018
fix_3142_c60_lg_combined.ale.uml_rec	0.37643	1e-06	1e-06
fix_4996_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4634_c60_lg_combined.ale.uml_rec	1e-06	0.168204	1e-06
fix_1009_c60_lg_combined.ale.uml_rec	0.0685327	0.0944675	0.355463
fix_2685_c60_lg_combined.ale.uml_rec	0.421268	0.225193	0.54739
fix_2819_c60_lg_combined.ale.uml_rec	1.80512e-06	0.687923	0.67775
fix_1231_c60_lg_combined.ale.uml_rec	8.44059e-05	0.110725	0.449423
fix_3244_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.418553
fix_952_c60_lg_combined.ale.uml_rec	0.178953	0.185444	0.438576
fix_4532_c60_lg_combined.ale.uml_rec	0.520222	0.240532	1e-06
fix_2583_c60_lg_combined.ale.uml_rec	0.44193	0.000180701	1e-06
fix_4016_c60_lg_combined.ale.uml_rec	0.308113	0.429824	0.814951
fix_3760_c60_lg_combined.ale.uml_rec	1e-06	0.929592	0.851693
fix_4128_c60_lg_combined.ale.uml_rec	1e-06	0.166937	1e-06
fix_1715_c60_lg_combined.ale.uml_rec	1e-06	0.357436	0.497499
fix_2199_c60_lg_combined.ale.uml_rec	0.290565	0.317735	0.457327
fix_1989_c60_lg_combined.ale.uml_rec	0.382373	0.305624	0.634793
fix_4310_c60_lg_combined.ale.uml_rec	0.267797	1e-06	0.888646
fix_3558_c60_lg_combined.ale.uml_rec	1e-06	0.39572	0.465868
fix_3466_c60_lg_combined.ale.uml_rec	4.67149e-05	0.00665483	0.490903
fix_1413_c60_lg_combined.ale.uml_rec	0.296409	0.0547439	1e-06
fix_428_c60_lg_combined.ale.uml_rec	1e-06	0.232496	0.240703
fix_5113_c60_lg_combined.ale.uml_rec	1e-06	0.174104	0.0942315
fix_2665_c60_lg_combined.ale.uml_rec	0.166253	1e-06	0.523905
fix_4848_c60_lg_combined.ale.uml_rec	0.29942	0.228553	0.37424
fix_516_c60_lg_combined.ale.uml_rec	0.318052	0.403632	0.601352
fix_5215_c60_lg_combined.ale.uml_rec	0.165272	1e-06	1e-06
fix_2563_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.0830742
fix_610_c60_lg_combined.ale.uml_rec	0.00325606	0.276709	0.379513
fix_3822_c60_lg_combined.ale.uml_rec	1e-06	0.740251	0.795538
fix_334_c60_lg_combined.ale.uml_rec	0.054602	0.173284	0.124454
fix_1857_c60_lg_combined.ale.uml_rec	7.82354e-05	0.267354	0.4016
fix_2047_c60_lg_combined.ale.uml_rec	1e-06	0.276524	0.292909
fix_1969_c60_lg_combined.ale.uml_rec	0.245319	0.221184	0.711249
fix_2179_c60_lg_combined.ale.uml_rec	0.123129	0.07616	0.532818
fix_3780_c60_lg_combined.ale.uml_rec	0.475323	0.26331	0.77534
fix_2341_c60_lg_combined.ale.uml_rec	0.246296	1e-06	0.243395
fix_5437_c60_lg_combined.ale.uml_rec	1.0926	1e-06	0.459587
fix_3486_c60_lg_combined.ale.uml_rec	1e-06	0.39222	0.488172
fix_4368_c60_lg_combined.ale.uml_rec	0.822826	0.310026	0.80987
fix_3520_c60_lg_combined.ale.uml_rec	1.07809	1e-06	0.363017
fix_1555_c60_lg_combined.ale.uml_rec	0.214748	0.424443	0.598711
fix_194_c60_lg_combined.ale.uml_rec	1e-06	0.180989	0.214144
fix_4256_c60_lg_combined.ale.uml_rec	1e-06	0.191128	0.560048
fix_3626_c60_lg_combined.ale.uml_rec	1.05848	1e-06	0.337912
fix_1653_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.0564317
fix_292_c60_lg_combined.ale.uml_rec	0.018925	0.0709345	0.210148
fix_3718_c60_lg_combined.ale.uml_rec	1e-06	0.216091	0.592173
fix_4150_c60_lg_combined.ale.uml_rec	0.000559258	0.465027	0.423029
fix_3984_c60_lg_combined.ale.uml_rec	0.37585	0.000103425	0.26592
fix_4474_c60_lg_combined.ale.uml_rec	0.836455	0.299146	0.711925
fix_1249_c60_lg_combined.ale.uml_rec	0.524661	0.618496	0.518353
fix_1377_c60_lg_combined.ale.uml_rec	0.0655143	0.0490952	0.20422
fix_3302_c60_lg_combined.ale.uml_rec	0.158765	1e-06	0.1797
fix_688_c60_lg_combined.ale.uml_rec	0.191551	0.263576	0.458567
fix_814_c60_lg_combined.ale.uml_rec	0.411291	0.255158	0.29018
fix_4772_c60_lg_combined.ale.uml_rec	0.404108	0.510621	0.8603
fix_1071_c60_lg_combined.ale.uml_rec	1.03319	8.65426e-06	0.0989694
fix_2861_c60_lg_combined.ale.uml_rec	0.808895	3.38586e-05	0.803384
fix_3004_c60_lg_combined.ale.uml_rec	2.02046e-05	0.199211	0.442927
fix_2339_c60_lg_combined.ale.uml_rec	0.470403	0.623948	0.721799
fix_4388_c60_lg_combined.ale.uml_rec	1e-06	0.174104	0.0942315
fix_174_c60_lg_combined.ale.uml_rec	0.0574793	0.1987	0.293448
fix_2207_c60_lg_combined.ale.uml_rec	0.566531	0.000136246	0.0387573
fix_55_c60_lg_combined.ale.uml_rec	0.0429129	0.141302	0.245587
fix_3964_c60_lg_combined.ale.uml_rec	0.357064	1e-06	0.161849
fix_272_c60_lg_combined.ale.uml_rec	1e-06	0.426573	0.515959
fix_1911_c60_lg_combined.ale.uml_rec	1e-06	0.479753	0.585185
fix_2101_c60_lg_combined.ale.uml_rec	1e-06	0.210167	0.46423
fix_2425_c60_lg_combined.ale.uml_rec	0.553938	0.318644	0.760108
fix_4494_c60_lg_combined.ale.uml_rec	0.44993	0.585614	0.892731
fix_756_c60_lg_combined.ale.uml_rec	0.433766	1e-06	0.852405
fix_668_c60_lg_combined.ale.uml_rec	0.0912061	0.222336	0.331793
fix_5353_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_1397_c60_lg_combined.ale.uml_rec	0.404046	0.373159	0.445404
fix_2723_c60_lg_combined.ale.uml_rec	0.181079	0.331466	0.677111
fix_4792_c60_lg_combined.ale.uml_rec	0.442083	8.93655e-06	0.0970607
fix_450_c60_lg_combined.ale.uml_rec	0.153338	0.138326	0.534684
fix_4830_c60_lg_combined.ale.uml_rec	0.000178186	0.20692	0.48794
fix_2881_c60_lg_combined.ale.uml_rec	5.30965e-06	0.172153	0.494639
fix_1091_c60_lg_combined.ale.uml_rec	7.40015e-05	0.166422	0.35515
fix_5055_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2146_c60_lg_combined.ale.uml_rec	0.121735	0.109223	0.368303
fix_1956_c60_lg_combined.ale.uml_rec	0.17325	0.259399	0.546299
fix_235_c60_lg_combined.ale.uml_rec	0.0207606	0.0657943	0.240856
fix_3923_c60_lg_combined.ale.uml_rec	1e-06	0.38492	0.715431
fix_3681_c60_lg_combined.ale.uml_rec	0.329121	0.590936	0.886162
fix_12_c60_lg_combined.ale.uml_rec	0.229154	0.286226	0.487844
fix_2078_c60_lg_combined.ale.uml_rec	3.72938e-06	0.188792	0.109853
fix_1868_c60_lg_combined.ale.uml_rec	1.0433	1e-06	0.17676
fix_5408_c60_lg_combined.ale.uml_rec	1e-06	0.919482	0.91047
fix_2240_c60_lg_combined.ale.uml_rec	1e-06	0.455169	0.591793
fix_133_c60_lg_combined.ale.uml_rec	1e-06	0.486559	0.503098
fix_3587_c60_lg_combined.ale.uml_rec	1e-06	0.249012	0.5267
fix_5012_c60_lg_combined.ale.uml_rec	0.345884	0.208057	0.650302
fix_4877_c60_lg_combined.ale.uml_rec	1e-06	0.364618	0.497115
fix_529_c60_lg_combined.ale.uml_rec	0.0534116	0.0791469	0.289062
fix_417_c60_lg_combined.ale.uml_rec	1e-06	0.276767	0.243246
fix_4949_c60_lg_combined.ale.uml_rec	0.169335	1e-06	1e-06
fix_2764_c60_lg_combined.ale.uml_rec	0.233899	0.459417	0.72157
fix_5314_c60_lg_combined.ale.uml_rec	1.12332	1e-06	0.515811
fix_711_c60_lg_combined.ale.uml_rec	1e-06	0.284126	0.262208
fix_2462_c60_lg_combined.ale.uml_rec	0.206092	0.0949635	1e-06
fix_4117_c60_lg_combined.ale.uml_rec	2.74606e-05	0.484078	0.378467
fix_1888_c60_lg_combined.ale.uml_rec	0.000312074	0.0792309	0.212596
fix_1614_c60_lg_combined.ale.uml_rec	0.118894	0.290764	0.411736
fix_2098_c60_lg_combined.ale.uml_rec	3.75272e-05	0.660174	0.563838
fix_3661_c60_lg_combined.ale.uml_rec	0.000508114	0.185721	0.50767
fix_4029_c60_lg_combined.ale.uml_rec	1.07251	1e-06	0.34128
fix_4211_c60_lg_combined.ale.uml_rec	0.476624	0.576731	0.888044
fix_3459_c60_lg_combined.ale.uml_rec	1e-06	0.12454	6.5659e-05
fix_1512_c60_lg_combined.ale.uml_rec	7.31303e-06	0.152293	0.41609
fix_3567_c60_lg_combined.ale.uml_rec	0.000112046	1e-06	0.236649
fix_4897_c60_lg_combined.ale.uml_rec	1e-06	0.168139	1e-06
fix_3043_c60_lg_combined.ale.uml_rec	0.190259	0.270779	0.176036
fix_2826_c60_lg_combined.ale.uml_rec	0.451246	0.320108	0.659587
fix_1036_c60_lg_combined.ale.uml_rec	1e-06	0.0379292	0.183437
fix_2918_c60_lg_combined.ale.uml_rec	0.000123802	0.000295634	0.318067
fix_1108_c60_lg_combined.ale.uml_rec	1e-06	0.373553	0.490076
fix_2784_c60_lg_combined.ale.uml_rec	0.00203936	0.113038	0.338013
fix_4735_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.373089
fix_853_c60_lg_combined.ale.uml_rec	0.3283	0.316127	0.606922
fix_3345_c60_lg_combined.ale.uml_rec	1e-06	0.480088	0.659734
fix_1330_c60_lg_combined.ale.uml_rec	0.233077	0.291303	0.573336
fix_2482_c60_lg_combined.ale.uml_rec	0.33637	0.24045	0.454897
fix_4433_c60_lg_combined.ale.uml_rec	0.43117	0.561133	0.958463
fix_1260_c60_lg_combined.ale.uml_rec	0.177775	4.45024e-06	0.250943
fix_3215_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_903_c60_lg_combined.ale.uml_rec	1e-06	0.367687	0.154352
fix_4563_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1166_c60_lg_combined.ale.uml_rec	1e-06	0.14995	0.30085
fix_2976_c60_lg_combined.ale.uml_rec	1e-06	0.607855	0.67371
fix_3113_c60_lg_combined.ale.uml_rec	0.505516	0.323094	1e-06
fix_499_c60_lg_combined.ale.uml_rec	0.195519	0.435931	0.441902
fix_4665_c60_lg_combined.ale.uml_rec	1e-06	0.468239	0.503123
fix_1058_c60_lg_combined.ale.uml_rec	1e-06	0.324518	0.484341
fix_2848_c60_lg_combined.ale.uml_rec	6.72378e-05	0.612084	0.644026
fix_4341_c60_lg_combined.ale.uml_rec	1e-06	0.347595	0.56199
fix_3509_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.222226
fix_3437_c60_lg_combined.ale.uml_rec	9.56025e-05	0.60563	0.489478
fix_1442_c60_lg_combined.ale.uml_rec	0.126691	0.204306	0.523534
fix_5486_c60_lg_combined.ale.uml_rec	1.10867	1e-06	0.510097
fix_385_c60_lg_combined.ale.uml_rec	1e-06	0.272192	0.243506
fix_4047_c60_lg_combined.ale.uml_rec	1.01366	1e-06	0.289301
fix_3893_c60_lg_combined.ale.uml_rec	0.125307	1e-06	8.46125e-06
fix_3731_c60_lg_combined.ale.uml_rec	0.449645	0.564539	0.968995
fix_4179_c60_lg_combined.ale.uml_rec	0.000625982	0.188058	0.564296
fix_1744_c60_lg_combined.ale.uml_rec	0.000221356	0.235635	0.269076
fix_5244_c60_lg_combined.ale.uml_rec	0.442083	8.93655e-06	0.0970607
fix_1280_c60_lg_combined.ale.uml_rec	0.00425956	0.772695	0.712742
fix_2532_c60_lg_combined.ale.uml_rec	0.442768	5.02369e-05	9.35813e-05
fix_4583_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.299855
fix_641_c60_lg_combined.ale.uml_rec	1e-06	0.50215	0.455625
fix_479_c60_lg_combined.ale.uml_rec	1e-06	0.364017	0.365199
fix_4927_c60_lg_combined.ale.uml_rec	0.43022	0.591037	0.943828
fix_2996_c60_lg_combined.ale.uml_rec	0.347485	0.141112	0.670219
fix_1186_c60_lg_combined.ale.uml_rec	0.00431265	0.235876	0.245227
fix_5142_c60_lg_combined.ale.uml_rec	1e-06	0.170875	1e-06
fix_2634_c60_lg_combined.ale.uml_rec	0.658059	1e-06	0.71753
fix_4819_c60_lg_combined.ale.uml_rec	1e-06	0.163733	0.374639
fix_4685_c60_lg_combined.ale.uml_rec	0.270534	0.00937943	0.901587
fix_547_c60_lg_combined.ale.uml_rec	0.000442644	0.232251	0.304038
fix_2310_c60_lg_combined.ale.uml_rec	1e-06	0.495439	0.356816
fix_5466_c60_lg_combined.ale.uml_rec	1.0818	7.84894e-06	0.45921
fix_3873_c60_lg_combined.ale.uml_rec	0.451581	0.178649	0.264823
fix_365_c60_lg_combined.ale.uml_rec	0.0873778	0.250203	0.142912
fix_1806_c60_lg_combined.ale.uml_rec	0.174748	0.246001	1e-06
fix_2016_c60_lg_combined.ale.uml_rec	1e-06	0.0734386	0.0901946
fix_1938_c60_lg_combined.ale.uml_rec	1e-06	0.540383	0.472431
fix_2128_c60_lg_combined.ale.uml_rec	0.000239775	1e-06	0.256318
fix_4199_c60_lg_combined.ale.uml_rec	1e-06	0.330524	0.709526
fix_500_c60_lg_combined.ale.uml_rec	0.582339	0.174526	0.312617
fix_2673_c60_lg_combined.ale.uml_rec	0.645634	0.210033	0.765878
fix_5105_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4960_c60_lg_combined.ale.uml_rec	0.508792	0.243286	1e-06
fix_606_c60_lg_combined.ale.uml_rec	1e-06	0.304496	0.319081
fix_2575_c60_lg_combined.ale.uml_rec	1.04482	0.000270672	0.212988
fix_5203_c60_lg_combined.ale.uml_rec	1e-06	0.233008	0.453003
fix_738_c60_lg_combined.ale.uml_rec	0.38066	0.422612	0.610389
fix_3796_c60_lg_combined.ale.uml_rec	0.264033	0.392413	0.454259
fix_2051_c60_lg_combined.ale.uml_rec	1e-06	0.660325	0.733922
fix_1841_c60_lg_combined.ale.uml_rec	0.307477	0.503283	0.581744
fix_322_c60_lg_combined.ale.uml_rec	0.052129	0.129938	0.31803
fix_3834_c60_lg_combined.ale.uml_rec	1e-06	0.0597971	0.543553
fix_3490_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.222226
fix_5421_c60_lg_combined.ale.uml_rec	1.0926	1e-06	0.459587
fix_2269_c60_lg_combined.ale.uml_rec	0.158511	0.000353412	0.567676
fix_2357_c60_lg_combined.ale.uml_rec	0.0962567	0.209193	0.000758608
fix_2693_c60_lg_combined.ale.uml_rec	0.41463	0.32226	0.331798
fix_4622_c60_lg_combined.ale.uml_rec	1e-06	0.744517	0.894747
fix_4980_c60_lg_combined.ale.uml_rec	0.0001653	0.81947	0.935519
fix_3154_c60_lg_combined.ale.uml_rec	1e-06	0.338662	0.416733
fix_2931_c60_lg_combined.ale.uml_rec	0.532809	0.571484	0.752149
fix_1121_c60_lg_combined.ale.uml_rec	0.558548	0.0538744	1e-06
fix_2595_c60_lg_combined.ale.uml_rec	0.392733	0.455931	0.585241
fix_1319_c60_lg_combined.ale.uml_rec	0.0566985	0.000101034	0.341828
fix_4524_c60_lg_combined.ale.uml_rec	1e-06	0.727796	0.904757
fix_944_c60_lg_combined.ale.uml_rec	1e-06	0.274049	0.429584
fix_3252_c60_lg_combined.ale.uml_rec	0.41116	1e-06	0.434901
fix_1227_c60_lg_combined.ale.uml_rec	0.544116	0.2432	0.30667
fix_1703_c60_lg_combined.ale.uml_rec	1e-06	0.363358	0.533596
fix_3776_c60_lg_combined.ale.uml_rec	0.355722	0.655961	0.873131
fix_3648_c60_lg_combined.ale.uml_rec	0.330377	0.697177	0.87259
fix_4000_c60_lg_combined.ale.uml_rec	0.265575	0.33709	0.801413
fix_2289_c60_lg_combined.ale.uml_rec	1e-06	0.201305	0.255072
fix_1405_c60_lg_combined.ale.uml_rec	2.70307e-05	0.101456	0.25428
fix_4238_c60_lg_combined.ale.uml_rec	1e-06	0.169384	1e-06
fix_3470_c60_lg_combined.ale.uml_rec	0.284411	1e-06	1e-06
fix_4306_c60_lg_combined.ale.uml_rec	0.272238	0.216604	0.22563
fix_3463_c60_lg_combined.ale.uml_rec	1e-06	0.121716	0.00370467
fix_1416_c60_lg_combined.ale.uml_rec	0.31857	0.133099	0.641511
fix_1528_c60_lg_combined.ale.uml_rec	1e-06	0.340562	0.332165
fix_4315_c60_lg_combined.ale.uml_rec	6.37509e-06	0.18938	0.338341
fix_3765_c60_lg_combined.ale.uml_rec	1e-06	1.28901e-05	0.125788
fix_1710_c60_lg_combined.ale.uml_rec	0.110591	0.0709247	0.524465
fix_4013_c60_lg_combined.ale.uml_rec	0.905736	0.222958	0.522136
fix_869_c60_lg_combined.ale.uml_rec	1e-06	0.160679	0.251281
fix_4537_c60_lg_combined.ale.uml_rec	0.442338	0.582258	0.951501
fix_2586_c60_lg_combined.ale.uml_rec	1.04482	0.000270672	0.212988
fix_1234_c60_lg_combined.ale.uml_rec	0.449305	0.193288	0.166426
fix_3241_c60_lg_combined.ale.uml_rec	0.203587	0.205071	7.26585e-06
fix_4409_c60_lg_combined.ale.uml_rec	0.344301	0.319359	0.963189
fix_957_c60_lg_combined.ale.uml_rec	1e-06	0.101917	0.130215
fix_4631_c60_lg_combined.ale.uml_rec	0.823186	0.304137	0.734479
fix_3079_c60_lg_combined.ale.uml_rec	1.31907e-05	0.232719	0.27021
fix_2680_c60_lg_combined.ale.uml_rec	0.269533	1e-06	0.182085
fix_1132_c60_lg_combined.ale.uml_rec	0.200632	0.334042	0.393108
fix_2922_c60_lg_combined.ale.uml_rec	0.247603	0.733301	0.84952
fix_3147_c60_lg_combined.ale.uml_rec	0.510265	1e-06	0.778092
fix_4993_c60_lg_combined.ale.uml_rec	1e-06	0.792637	0.930336
fix_5432_c60_lg_combined.ale.uml_rec	1.10107	1e-06	0.689109
fix_109_c60_lg_combined.ale.uml_rec	0.353953	0.472822	0.522244
fix_3483_c60_lg_combined.ale.uml_rec	1e-06	0.289984	1e-06
fix_2344_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.222441
fix_3919_c60_lg_combined.ale.uml_rec	1e-06	0.170875	1e-06
fix_3785_c60_lg_combined.ale.uml_rec	0.161287	1e-06	0.249713
fix_3827_c60_lg_combined.ale.uml_rec	0.605753	1e-06	0.327867
fix_28_c60_lg_combined.ale.uml_rec	0.194207	0.392727	0.522183
fix_331_c60_lg_combined.ale.uml_rec	0.00572178	0.186936	0.236459
fix_1852_c60_lg_combined.ale.uml_rec	1e-06	0.26315	0.265386
fix_2042_c60_lg_combined.ale.uml_rec	1e-06	0.304653	0.383786
fix_2566_c60_lg_combined.ale.uml_rec	1e-06	0.451207	1.0695e-05
fix_889_c60_lg_combined.ale.uml_rec	1.0213	1.63724e-05	0.283173
fix_615_c60_lg_combined.ale.uml_rec	1e-06	0.267931	0.377408
fix_2458_c60_lg_combined.ale.uml_rec	0.127929	1e-06	0.433027
fix_5210_c60_lg_combined.ale.uml_rec	0.168869	5.27833e-06	1e-06
fix_5028_c60_lg_combined.ale.uml_rec	0.446812	0.578734	0.93008
fix_2660_c60_lg_combined.ale.uml_rec	0.229386	0.374179	0.736077
fix_3099_c60_lg_combined.ale.uml_rec	0.366117	0.139414	0.373983
fix_513_c60_lg_combined.ale.uml_rec	0.27245	0.226214	0.444792
fix_4973_c60_lg_combined.ale.uml_rec	1e-06	0.167222	1e-06
fix_5116_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2005_c60_lg_combined.ale.uml_rec	0.321592	0.306802	0.709036
fix_1689_c60_lg_combined.ale.uml_rec	0.347782	1e-06	0.775764
fix_1815_c60_lg_combined.ale.uml_rec	1e-06	0.218045	1e-06
fix_376_c60_lg_combined.ale.uml_rec	0.414917	0.181616	0.522325
fix_3860_c60_lg_combined.ale.uml_rec	1e-06	0.126506	1e-06
fix_248_c60_lg_combined.ale.uml_rec	0.101985	0.217214	0.310377
fix_2303_c60_lg_combined.ale.uml_rec	1e-06	0.458759	0.544835
fix_5475_c60_lg_combined.ale.uml_rec	1.0926	1e-06	0.459587
fix_5151_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2719_c60_lg_combined.ale.uml_rec	0.401111	0.141852	0.597808
fix_1195_c60_lg_combined.ale.uml_rec	0.15075	0.229387	0.520672
fix_2985_c60_lg_combined.ale.uml_rec	0.269151	0.525705	0.873288
fix_4934_c60_lg_combined.ale.uml_rec	3.43548e-06	1e-06	0.507654
fix_554_c60_lg_combined.ale.uml_rec	0.065141	0.0988644	0.246394
fix_4696_c60_lg_combined.ale.uml_rec	0.460711	0.614536	0.897585
fix_2627_c60_lg_combined.ale.uml_rec	0.966055	0.156048	0.362966
fix_1293_c60_lg_combined.ale.uml_rec	0.00299762	0.0244873	0.125619
fix_5257_c60_lg_combined.ale.uml_rec	6.94086e-06	0.184208	0.295674
fix_652_c60_lg_combined.ale.uml_rec	0.0392096	0.111108	0.259125
fix_4590_c60_lg_combined.ale.uml_rec	1.10867	1e-06	0.510097
fix_2521_c60_lg_combined.ale.uml_rec	0.176259	0.21071	0.558054
fix_5369_c60_lg_combined.ale.uml_rec	1e-06	0.167399	1e-06
fix_3880_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4054_c60_lg_combined.ale.uml_rec	1.06512	1e-06	0.334533
fix_396_c60_lg_combined.ale.uml_rec	0.0027927	0.343278	0.389616
fix_1669_c60_lg_combined.ale.uml_rec	5.86639e-06	0.183662	0.320194
fix_1757_c60_lg_combined.ale.uml_rec	0.809049	0.0940806	0.259577
fix_3722_c60_lg_combined.ale.uml_rec	1e-06	1.84189e-05	0.319831
fix_4352_c60_lg_combined.ale.uml_rec	0.167207	1e-06	0.000190715
fix_5495_c60_lg_combined.ale.uml_rec	1.10094	1.41103e-05	0.498659
fix_1451_c60_lg_combined.ale.uml_rec	0.522736	0.000386201	0.440716
fix_3424_c60_lg_combined.ale.uml_rec	0.282943	0.383761	0.511873
fix_4748_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.373089
fix_3100_c60_lg_combined.ale.uml_rec	0.116784	0.106997	1e-06
fix_2965_c60_lg_combined.ale.uml_rec	0.166366	0.252529	0.687943
fix_1175_c60_lg_combined.ale.uml_rec	0.316532	0.428094	0.575643
fix_4676_c60_lg_combined.ale.uml_rec	0.290035	0.00133042	0.847307
fix_910_c60_lg_combined.ale.uml_rec	1e-06	0.513597	0.558692
fix_3206_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_1273_c60_lg_combined.ale.uml_rec	0.228772	0.571376	0.612536
fix_5389_c60_lg_combined.ale.uml_rec	1.09596	1e-06	0.498068
fix_3338_c60_lg_combined.ale.uml_rec	0.527407	0.185523	0.725978
fix_4570_c60_lg_combined.ale.uml_rec	0.270382	0.481924	1e-06
fix_1323_c60_lg_combined.ale.uml_rec	0.413344	1e-06	1e-06
fix_3356_c60_lg_combined.ale.uml_rec	1e-06	0.130305	0.00292664
fix_840_c60_lg_combined.ale.uml_rec	9.00992e-05	0.402725	0.388748
fix_3268_c60_lg_combined.ale.uml_rec	1e-06	0.435249	0.678479
fix_4420_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2491_c60_lg_combined.ale.uml_rec	1e-06	0.000155891	0.448551
fix_1025_c60_lg_combined.ale.uml_rec	0.140981	0.0388955	0.221439
fix_2835_c60_lg_combined.ale.uml_rec	0.154079	0.126701	0.208704
fix_4618_c60_lg_combined.ale.uml_rec	1.1033	1.28914e-05	0.492588
fix_3050_c60_lg_combined.ale.uml_rec	0.514377	0.511148	0.79251
fix_4726_c60_lg_combined.ale.uml_rec	0.332947	0.238639	0.856302
fix_2797_c60_lg_combined.ale.uml_rec	1e-06	0.480292	0.624759
fix_4202_c60_lg_combined.ale.uml_rec	0.331718	0.240403	0.670199
fix_3574_c60_lg_combined.ale.uml_rec	0.423397	0.370522	1e-06
fix_1501_c60_lg_combined.ale.uml_rec	1e-06	0.336807	0.503324
fix_1739_c60_lg_combined.ale.uml_rec	1e-06	0.298239	0.496519
fix_4104_c60_lg_combined.ale.uml_rec	0.821686	0.299213	0.690085
fix_3672_c60_lg_combined.ale.uml_rec	1e-06	0.0977155	0.392723
fix_1607_c60_lg_combined.ale.uml_rec	1e-06	0.517039	0.534588
fix_5307_c60_lg_combined.ale.uml_rec	0.345043	0.319685	0.966884
fix_2471_c60_lg_combined.ale.uml_rec	1.8597e-05	0.359686	0.270366
fix_5239_c60_lg_combined.ale.uml_rec	0.165272	1e-06	1e-06
fix_3288_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.236109
fix_702_c60_lg_combined.ale.uml_rec	0.00407467	0.52989	0.386145
fix_4864_c60_lg_combined.ale.uml_rec	0.310011	0.22341	0.361016
fix_5001_c60_lg_combined.ale.uml_rec	1.00616e-05	0.882777	0.942546
fix_2649_c60_lg_combined.ale.uml_rec	1e-06	0.27546	0.685653
fix_2777_c60_lg_combined.ale.uml_rec	9.19503e-05	1e-06	0.403633
fix_404_c60_lg_combined.ale.uml_rec	0.125539	0.260339	0.342302
fix_120_c60_lg_combined.ale.uml_rec	0.0486317	0.12969	0.0945763
fix_2253_c60_lg_combined.ale.uml_rec	1.05203	1e-06	0.225997
fix_3594_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3930_c60_lg_combined.ale.uml_rec	0.702357	8.5015e-05	0.596317
fix_226_c60_lg_combined.ale.uml_rec	0.000488511	0.323556	0.324964
fix_1945_c60_lg_combined.ale.uml_rec	1e-06	0.566631	0.626986
fix_2155_c60_lg_combined.ale.uml_rec	0.26728	0.0835535	0.560378
fix_318_c60_lg_combined.ale.uml_rec	0.0964222	0.345672	0.426941
fix_3692_c60_lg_combined.ale.uml_rec	0.125729	1e-06	0.000287937
fix_443_c60_lg_combined.ale.uml_rec	0.176042	0.224816	0.302742
fix_4781_c60_lg_combined.ale.uml_rec	0.281193	0.464458	1e-06
fix_5178_c60_lg_combined.ale.uml_rec	1.08257	1e-06	0.452965
fix_2730_c60_lg_combined.ale.uml_rec	1e-06	0.764002	0.753879
fix_5046_c60_lg_combined.ale.uml_rec	1.0818	7.84894e-06	0.45921
fix_1082_c60_lg_combined.ale.uml_rec	1.60791e-06	0.393131	0.216831
fix_2892_c60_lg_combined.ale.uml_rec	0.288053	0.660863	0.831154
fix_4823_c60_lg_combined.ale.uml_rec	0.000107979	1e-06	0.554383
fix_745_c60_lg_combined.ale.uml_rec	0.000288905	0.40437	0.263247
