FAM	D	T	L
fix_4127_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.501554
fix_2196_c60_lg_combined.ale.uml_rec	2.47359e-05	0.0788055	0.385629
fix_1986_c60_lg_combined.ale.uml_rec	1e-06	0.421124	0.502432
fix_1624_c60_lg_combined.ale.uml_rec	0.103013	0.000198473	0.396155
fix_4019_c60_lg_combined.ale.uml_rec	0.148876	0.135505	1.44779e-05
fix_3651_c60_lg_combined.ale.uml_rec	0.407666	2.98671e-06	0.484736
fix_3469_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.493921
fix_4221_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.17063
fix_2290_c60_lg_combined.ale.uml_rec	1e-06	0.902476	0.843997
fix_1522_c60_lg_combined.ale.uml_rec	1e-06	0.24386	0.375523
fix_3557_c60_lg_combined.ale.uml_rec	1e-06	0.172105	0.532497
fix_786_c60_lg_combined.ale.uml_rec	4.70735e-05	0.538086	0.385689
fix_4444_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1279_c60_lg_combined.ale.uml_rec	0.303424	0.239804	0.311518
fix_1347_c60_lg_combined.ale.uml_rec	0.0910616	0.311809	0.29516
fix_5383_c60_lg_combined.ale.uml_rec	1e-06	0.423792	0.669694
fix_3332_c60_lg_combined.ale.uml_rec	1e-06	0.348157	0.46763
fix_824_c60_lg_combined.ale.uml_rec	0.0549357	0.128389	0.38005
fix_480_c60_lg_combined.ale.uml_rec	0.0857404	0.244383	0.246501
fix_4742_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.187852
fix_2851_c60_lg_combined.ale.uml_rec	0.941544	0.182869	0.409801
fix_5085_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1041_c60_lg_combined.ale.uml_rec	0.275857	0.129231	0.620713
fix_3034_c60_lg_combined.ale.uml_rec	0.47328	0.373671	0.758472
fix_3510_c60_lg_combined.ale.uml_rec	1e-06	0.129056	0.00305417
fix_4358_c60_lg_combined.ale.uml_rec	1e-06	0.430879	0.666298
fix_1565_c60_lg_combined.ale.uml_rec	1.25466e-05	0.24565	0.389663
fix_4266_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.386907
fix_3616_c60_lg_combined.ale.uml_rec	1e-06	0.292575	0.495983
fix_85_c60_lg_combined.ale.uml_rec	0.14976	0.0224939	0.239695
fix_1663_c60_lg_combined.ale.uml_rec	0.502167	1e-06	0.637248
fix_4160_c60_lg_combined.ale.uml_rec	1e-06	0.216564	0.460809
fix_3728_c60_lg_combined.ale.uml_rec	1e-06	0.127001	1e-06
fix_2415_c60_lg_combined.ale.uml_rec	0.400051	0.412976	0.661782
fix_1299_c60_lg_combined.ale.uml_rec	1e-06	0.442735	0.418411
fix_766_c60_lg_combined.ale.uml_rec	1e-06	0.270566	0.360069
fix_658_c60_lg_combined.ale.uml_rec	1e-06	0.447913	0.464783
fix_5363_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_2713_c60_lg_combined.ale.uml_rec	1e-06	0.108553	0.347467
fix_460_c60_lg_combined.ale.uml_rec	0.000649083	0.467624	0.246295
fix_4800_c60_lg_combined.ale.uml_rec	0.307499	0.248085	0.497364
fix_5065_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2309_c60_lg_combined.ale.uml_rec	0.162851	0.270405	0.375978
fix_1585_c60_lg_combined.ale.uml_rec	0.741291	0.0915415	0.14873
fix_4286_c60_lg_combined.ale.uml_rec	1e-06	0.167399	1e-06
fix_144_c60_lg_combined.ale.uml_rec	0.060397	0.149861	0.179066
fix_2237_c60_lg_combined.ale.uml_rec	0.685416	0.292105	0.683402
fix_1683_c60_lg_combined.ale.uml_rec	1e-06	0.315229	0.551452
fix_65_c60_lg_combined.ale.uml_rec	1e-06	0.360494	0.227436
fix_4180_c60_lg_combined.ale.uml_rec	0.000563773	0.212578	0.458661
fix_3954_c60_lg_combined.ale.uml_rec	0.525175	0.191737	0.702116
fix_242_c60_lg_combined.ale.uml_rec	0.0588929	0.125957	0.33018
fix_2131_c60_lg_combined.ale.uml_rec	0.404374	1e-06	0.840721
fix_1921_c60_lg_combined.ale.uml_rec	0.105886	0.0758099	0.400589
fix_1781_c60_lg_combined.ale.uml_rec	0.705039	1e-06	0.365432
fix_3968_c60_lg_combined.ale.uml_rec	0.294488	1e-06	1e-06
fix_4082_c60_lg_combined.ale.uml_rec	6.94086e-06	0.184208	0.295674
fix_3856_c60_lg_combined.ale.uml_rec	0.229887	0.564879	1e-06
fix_340_c60_lg_combined.ale.uml_rec	7.96551e-06	0.145727	0.199628
fix_59_c60_lg_combined.ale.uml_rec	0.119225	0.177551	0.457002
fix_2033_c60_lg_combined.ale.uml_rec	1e-06	0.434074	0.623468
fix_1823_c60_lg_combined.ale.uml_rec	6.86387e-05	0.192828	0.314059
fix_1487_c60_lg_combined.ale.uml_rec	1.02405	1e-06	0.129004
fix_5443_c60_lg_combined.ale.uml_rec	1.09786	2.11104e-06	0.495293
fix_178_c60_lg_combined.ale.uml_rec	0.00127852	0.23627	0.297392
fix_4384_c60_lg_combined.ale.uml_rec	0.267779	1e-06	0.562911
fix_2335_c60_lg_combined.ale.uml_rec	1e-06	0.397437	0.491336
fix_5059_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2611_c60_lg_combined.ale.uml_rec	1.06432	0.000355641	0.234737
fix_562_c60_lg_combined.ale.uml_rec	1e-06	0.385215	0.412205
fix_4902_c60_lg_combined.ale.uml_rec	0.442083	8.93655e-06	0.0970607
fix_5167_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2517_c60_lg_combined.ale.uml_rec	1e-06	0.116441	0.499688
fix_664_c60_lg_combined.ale.uml_rec	0.172866	0.253752	0.498734
fix_4498_c60_lg_combined.ale.uml_rec	0.520222	0.240532	1e-06
fix_2429_c60_lg_combined.ale.uml_rec	1e-06	0.503389	0.680327
fix_5261_c60_lg_combined.ale.uml_rec	0.309382	0.226025	0.422198
fix_3988_c60_lg_combined.ale.uml_rec	0.327508	0.619949	0.836272
fix_3714_c60_lg_combined.ale.uml_rec	0.132307	0.461693	0.729079
fix_1761_c60_lg_combined.ale.uml_rec	0.548248	0.267981	0.694283
fix_4062_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3412_c60_lg_combined.ale.uml_rec	0.202889	1e-06	0.416036
fix_198_c60_lg_combined.ale.uml_rec	1e-06	0.406861	0.417382
fix_1467_c60_lg_combined.ale.uml_rec	0.276098	0.139661	0.558857
fix_1559_c60_lg_combined.ale.uml_rec	1e-06	0.375873	0.493929
fix_4364_c60_lg_combined.ale.uml_rec	0.000326395	0.175137	0.000284998
fix_582_c60_lg_combined.ale.uml_rec	1e-06	0.322495	0.274327
fix_4640_c60_lg_combined.ale.uml_rec	1e-06	0.475829	0.512449
fix_3008_c60_lg_combined.ale.uml_rec	1e-06	0.267489	0.615065
fix_2953_c60_lg_combined.ale.uml_rec	0.238503	0.487415	0.522796
fix_1143_c60_lg_combined.ale.uml_rec	1e-06	0.237552	0.185354
fix_5187_c60_lg_combined.ale.uml_rec	1.08257	1e-06	0.452965
fix_3136_c60_lg_combined.ale.uml_rec	1.06353	1e-06	0.275812
fix_818_c60_lg_combined.ale.uml_rec	0.164899	0.297379	0.259834
fix_684_c60_lg_combined.ale.uml_rec	1e-06	0.299204	0.336218
fix_4546_c60_lg_combined.ale.uml_rec	6.23061e-06	1e-06	0.30535
fix_5281_c60_lg_combined.ale.uml_rec	0.16408	1e-06	1e-06
fix_1245_c60_lg_combined.ale.uml_rec	7.62379e-06	0.393633	0.294452
fix_3230_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.236109
fix_4478_c60_lg_combined.ale.uml_rec	0.436588	0.574048	0.930236
fix_926_c60_lg_combined.ale.uml_rec	1.03142	1e-06	0.0805206
fix_4323_c60_lg_combined.ale.uml_rec	0.23309	0.20481	0.092951
fix_2392_c60_lg_combined.ale.uml_rec	1e-06	0.191009	0.264713
fix_1420_c60_lg_combined.ale.uml_rec	0.194988	0.355978	0.477065
fix_3455_c60_lg_combined.ale.uml_rec	1.07809	1e-06	0.363017
fix_4025_c60_lg_combined.ale.uml_rec	0.524713	0.190535	0.810511
fix_2094_c60_lg_combined.ale.uml_rec	2.3112e-05	0.40381	0.285002
fix_1618_c60_lg_combined.ale.uml_rec	1e-06	0.33082	0.517317
fix_1884_c60_lg_combined.ale.uml_rec	1e-06	0.37568	0.557817
fix_1726_c60_lg_combined.ale.uml_rec	1e-06	0.21	0.3
fix_3753_c60_lg_combined.ale.uml_rec	0.162515	1e-06	0.25081
fix_961_c60_lg_combined.ale.uml_rec	0.186885	0.182636	0.336749
fix_3277_c60_lg_combined.ale.uml_rec	0.51356	1e-06	0.0200687
fix_1202_c60_lg_combined.ale.uml_rec	0.275468	0.428743	0.398011
fix_3349_c60_lg_combined.ale.uml_rec	0.216961	0.106933	0.473177
fix_4501_c60_lg_combined.ale.uml_rec	0.532715	1e-06	1.00439
fix_4739_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.165632
fix_3171_c60_lg_combined.ale.uml_rec	1.07462	1e-06	0.297007
fix_2788_c60_lg_combined.ale.uml_rec	1e-06	0.84075	0.826047
fix_1104_c60_lg_combined.ale.uml_rec	1e-06	0.402403	0.43934
fix_2914_c60_lg_combined.ale.uml_rec	1e-06	0.379204	1e-06
fix_4607_c60_lg_combined.ale.uml_rec	0.282135	0.462827	1e-06
fix_2372_c60_lg_combined.ale.uml_rec	0.478415	0.368825	0.759482
fix_5404_c60_lg_combined.ale.uml_rec	1.1033	1.28914e-05	0.492588
fix_1864_c60_lg_combined.ale.uml_rec	1e-06	0.529089	0.547909
fix_2074_c60_lg_combined.ale.uml_rec	1e-06	0.230846	0.579725
fix_307_c60_lg_combined.ale.uml_rec	1e-06	0.353184	0.378365
fix_3811_c60_lg_combined.ale.uml_rec	0.269428	0.46513	0.920358
fix_239_c60_lg_combined.ale.uml_rec	0.0431211	0.202637	0.26269
fix_5226_c60_lg_combined.ale.uml_rec	1e-06	0.477264	0.660978
fix_3297_c60_lg_combined.ale.uml_rec	1.07251	1e-06	0.34128
fix_981_c60_lg_combined.ale.uml_rec	0.49522	0.522722	0.573796
fix_623_c60_lg_combined.ale.uml_rec	0.000611927	0.344701	0.33911
fix_2550_c60_lg_combined.ale.uml_rec	0.960215	0.154306	0.338787
fix_5318_c60_lg_combined.ale.uml_rec	1.0926	1e-06	0.459587
fix_5120_c60_lg_combined.ale.uml_rec	1e-06	0.912742	0.938845
fix_2768_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4945_c60_lg_combined.ale.uml_rec	0.344724	0.231561	0.685919
fix_3191_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.271925
fix_525_c60_lg_combined.ale.uml_rec	0.167605	0.151432	0.218586
fix_2656_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.183817
fix_4689_c60_lg_combined.ale.uml_rec	1e-06	0.194498	0.307615
fix_4815_c60_lg_combined.ale.uml_rec	1e-06	0.326392	0.700366
fix_5070_c60_lg_combined.ale.uml_rec	0.165272	1e-06	1e-06
fix_2638_c60_lg_combined.ale.uml_rec	0.378851	0.141655	0.757899
fix_2706_c60_lg_combined.ale.uml_rec	0.233242	0.419927	0.558601
fix_475_c60_lg_combined.ale.uml_rec	1e-06	0.433854	0.381997
fix_5376_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_3_c60_lg_combined.ale.uml_rec	0.178283	0.548466	0.560978
fix_2400_c60_lg_combined.ale.uml_rec	0.111229	0.192069	0.000219136
fix_5248_c60_lg_combined.ale.uml_rec	6.94086e-06	0.184208	0.295674
fix_773_c60_lg_combined.ale.uml_rec	1e-06	0.0901237	0.241105
fix_4195_c60_lg_combined.ale.uml_rec	0.394077	0.546124	0.923541
fix_3941_c60_lg_combined.ale.uml_rec	1.06512	1e-06	0.334533
fix_257_c60_lg_combined.ale.uml_rec	0.065254	0.287055	0.367397
fix_2124_c60_lg_combined.ale.uml_rec	0.165615	0.19996	4.76589e-05
fix_1934_c60_lg_combined.ale.uml_rec	1e-06	0.202134	0.283781
fix_1696_c60_lg_combined.ale.uml_rec	0.613085	0.476565	0.732379
fix_70_c60_lg_combined.ale.uml_rec	0.0158567	0.0890546	0.179545
fix_4293_c60_lg_combined.ale.uml_rec	2.6859e-05	0.786113	1.05167
fix_151_c60_lg_combined.ale.uml_rec	0.000114014	0.186601	0.155311
fix_2222_c60_lg_combined.ale.uml_rec	0.658871	0.000133649	0.519744
fix_1590_c60_lg_combined.ale.uml_rec	0.723112	0.129521	0.417393
fix_2844_c60_lg_combined.ale.uml_rec	1e-06	0.131146	0.479747
fix_1054_c60_lg_combined.ale.uml_rec	0.651602	0.0670993	0.488027
fix_5090_c60_lg_combined.ale.uml_rec	1.0818	7.84894e-06	0.45921
fix_4669_c60_lg_combined.ale.uml_rec	0.833648	0.298865	0.654302
fix_3021_c60_lg_combined.ale.uml_rec	1.07455	1e-06	0.293037
fix_495_c60_lg_combined.ale.uml_rec	0.0293689	0.224852	0.217034
fix_4757_c60_lg_combined.ale.uml_rec	0.211763	0.199559	0.00138232
fix_5396_c60_lg_combined.ale.uml_rec	0.300614	0.235007	0.370051
fix_1352_c60_lg_combined.ale.uml_rec	0.52742	0.56196	0.530505
fix_3327_c60_lg_combined.ale.uml_rec	0.238838	0.192167	0.540689
fix_831_c60_lg_combined.ale.uml_rec	1e-06	0.0737719	0.216931
fix_3219_c60_lg_combined.ale.uml_rec	1.06738	1e-06	0.279761
fix_4451_c60_lg_combined.ale.uml_rec	1e-06	0.243362	0.435828
fix_1748_c60_lg_combined.ale.uml_rec	0.44534	1e-06	0.485425
fix_4175_c60_lg_combined.ale.uml_rec	0.520222	0.240532	1e-06
fix_3603_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.379812
fix_90_c60_lg_combined.ale.uml_rec	0.0589524	0.16954	0.306486
fix_389_c60_lg_combined.ale.uml_rec	9.16559e-05	0.457398	0.252118
fix_1676_c60_lg_combined.ale.uml_rec	1e-06	0.208176	0.550673
fix_4273_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3505_c60_lg_combined.ale.uml_rec	0.000371577	1.02721e-05	0.520817
fix_1570_c60_lg_combined.ale.uml_rec	0.26495	0.067051	0.597477
fix_4416_c60_lg_combined.ale.uml_rec	0.311994	0.0765692	0.831663
fix_948_c60_lg_combined.ale.uml_rec	0.824167	0.122353	0.458522
fix_876_c60_lg_combined.ale.uml_rec	0.174427	0.276311	0.463347
fix_3360_c60_lg_combined.ale.uml_rec	0.000343962	0.850798	0.88348
fix_4528_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.373089
fix_1315_c60_lg_combined.ale.uml_rec	0.426847	0.33175	0.523929
fix_2599_c60_lg_combined.ale.uml_rec	0.661222	0.000823588	0.0847907
fix_4710_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.457739
fix_3158_c60_lg_combined.ale.uml_rec	0.731533	0.314719	0.7357
fix_3066_c60_lg_combined.ale.uml_rec	0.756068	0.368594	0.517522
fix_1013_c60_lg_combined.ale.uml_rec	1e-06	0.531758	0.570889
fix_2803_c60_lg_combined.ale.uml_rec	1.54257e-06	0.257827	0.434486
fix_1537_c60_lg_combined.ale.uml_rec	1e-06	0.126502	0.203916
fix_3542_c60_lg_combined.ale.uml_rec	0.319878	0.630006	0.921517
fix_4234_c60_lg_combined.ale.uml_rec	0.508792	0.243286	1e-06
fix_1409_c60_lg_combined.ale.uml_rec	0.41784	0.389875	0.365843
fix_2285_c60_lg_combined.ale.uml_rec	1e-06	0.631099	0.505249
fix_1631_c60_lg_combined.ale.uml_rec	1e-06	0.00101466	0.35314
fix_3644_c60_lg_combined.ale.uml_rec	0.126005	0.000125357	2.59178e-05
fix_4132_c60_lg_combined.ale.uml_rec	1e-06	0.16848	1e-06
fix_2183_c60_lg_combined.ale.uml_rec	0.409749	0.409529	0.666799
fix_1993_c60_lg_combined.ale.uml_rec	1.04589	1e-06	0.173711
fix_734_c60_lg_combined.ale.uml_rec	0.225972	0.0631452	0.479099
fix_2447_c60_lg_combined.ale.uml_rec	0.230284	0.215538	7.7542e-05
fix_2579_c60_lg_combined.ale.uml_rec	0.298993	1e-06	1e-06
fix_5331_c60_lg_combined.ale.uml_rec	1.12332	1e-06	0.515811
fix_3380_c60_lg_combined.ale.uml_rec	0.000139018	0.156289	0.514775
fix_896_c60_lg_combined.ale.uml_rec	0.189344	0.109915	0.20073
fix_432_c60_lg_combined.ale.uml_rec	0.943817	0.0286048	1e-06
fix_5109_c60_lg_combined.ale.uml_rec	1e-06	0.216698	0.419862
fix_2741_c60_lg_combined.ale.uml_rec	1e-06	0.394859	0.498728
fix_5037_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4852_c60_lg_combined.ale.uml_rec	1.40641e-05	0.871642	0.929776
fix_3086_c60_lg_combined.ale.uml_rec	1e-06	0.12706	0.52969
fix_2265_c60_lg_combined.ale.uml_rec	1e-06	0.460263	0.478905
fix_116_c60_lg_combined.ale.uml_rec	0.0823133	0.188623	0.322985
fix_3838_c60_lg_combined.ale.uml_rec	0.419187	0.377	1e-06
fix_37_c60_lg_combined.ale.uml_rec	0.00139398	0.466283	0.329606
fix_1973_c60_lg_combined.ale.uml_rec	1e-06	0.000525639	0.330636
fix_2163_c60_lg_combined.ale.uml_rec	0.635776	0.250857	1e-06
fix_210_c60_lg_combined.ale.uml_rec	0.185792	0.440635	0.464487
fix_3906_c60_lg_combined.ale.uml_rec	1.06623	1e-06	0.342884
fix_4074_c60_lg_combined.ale.uml_rec	1e-06	0.208722	0.512716
fix_1649_c60_lg_combined.ale.uml_rec	0.388072	0.210012	0.592266
fix_1777_c60_lg_combined.ale.uml_rec	1e-06	0.413965	0.546543
fix_288_c60_lg_combined.ale.uml_rec	0.0431922	0.125722	0.278134
fix_3702_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.139307
fix_4372_c60_lg_combined.ale.uml_rec	0.16758	1e-06	1e-06
fix_1471_c60_lg_combined.ale.uml_rec	0.270733	0.393617	0.500232
fix_3404_c60_lg_combined.ale.uml_rec	1e-06	0.486246	0.508482
fix_4768_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3120_c60_lg_combined.ale.uml_rec	1.06486	1e-06	0.287296
fix_1155_c60_lg_combined.ale.uml_rec	0.531104	0.404984	1e-06
fix_5191_c60_lg_combined.ale.uml_rec	1.08257	1e-06	0.452965
fix_2945_c60_lg_combined.ale.uml_rec	0.200328	0.385049	0.676956
fix_4656_c60_lg_combined.ale.uml_rec	0.473077	0.592747	0.890106
fix_594_c60_lg_combined.ale.uml_rec	0.255839	0.518839	0.497922
fix_930_c60_lg_combined.ale.uml_rec	0.21	0.21	0.3
fix_3226_c60_lg_combined.ale.uml_rec	0.517365	0.000137959	0.0381774
fix_5297_c60_lg_combined.ale.uml_rec	1.10094	1.41103e-05	0.498659
fix_1253_c60_lg_combined.ale.uml_rec	1e-06	0.66788	0.492955
fix_3318_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4550_c60_lg_combined.ale.uml_rec	0.212255	0.189217	0.0104949
fix_692_c60_lg_combined.ale.uml_rec	0.130693	0.259815	1e-06
fix_1835_c60_lg_combined.ale.uml_rec	0.782626	0.107976	1e-06
fix_2025_c60_lg_combined.ale.uml_rec	0.310024	0.18928	0.853032
fix_356_c60_lg_combined.ale.uml_rec	1e-06	0.274148	0.176182
fix_3840_c60_lg_combined.ale.uml_rec	0.216665	1e-06	0.68932
fix_4094_c60_lg_combined.ale.uml_rec	0.000150587	0.48932	0.408321
fix_268_c60_lg_combined.ale.uml_rec	1.03704e-05	0.287004	0.183516
fix_1797_c60_lg_combined.ale.uml_rec	0.168516	0.157507	0.0825936
fix_2323_c60_lg_combined.ale.uml_rec	0.634026	0.132576	0.230488
fix_4392_c60_lg_combined.ale.uml_rec	1.10094	1.41103e-05	0.498659
fix_1491_c60_lg_combined.ale.uml_rec	0.000153818	0.124697	0.218022
fix_5455_c60_lg_combined.ale.uml_rec	0.606807	1e-06	0.667989
fix_5171_c60_lg_combined.ale.uml_rec	0.000415075	1e-06	0.38039
fix_2739_c60_lg_combined.ale.uml_rec	4.4422e-05	0.107955	0.391754
fix_4914_c60_lg_combined.ale.uml_rec	0.83683	0.29074	0.65037
fix_4788_c60_lg_combined.ale.uml_rec	1e-06	0.512864	0.479921
fix_574_c60_lg_combined.ale.uml_rec	0.00035903	0.199333	0.258803
fix_2607_c60_lg_combined.ale.uml_rec	0.607502	0.129108	0.177272
fix_5277_c60_lg_combined.ale.uml_rec	0.000232794	0.000255742	0.156569
fix_672_c60_lg_combined.ale.uml_rec	0.171147	0.346648	0.241888
fix_2501_c60_lg_combined.ale.uml_rec	0.271079	3.24356e-05	0.489699
fix_5349_c60_lg_combined.ale.uml_rec	0.318873	0.263205	0.82876
fix_5412_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.316233
fix_129_c60_lg_combined.ale.uml_rec	0.0312084	0.16461	0.41307
fix_2364_c60_lg_combined.ale.uml_rec	0.304432	0.229308	0.6006
fix_3939_c60_lg_combined.ale.uml_rec	0.550624	1e-06	0.678685
fix_3807_c60_lg_combined.ale.uml_rec	0.284411	1e-06	1e-06
fix_2062_c60_lg_combined.ale.uml_rec	0.179883	0.468426	0.535318
fix_1872_c60_lg_combined.ale.uml_rec	0.797025	0.370716	0.489904
fix_2546_c60_lg_combined.ale.uml_rec	1e-06	0.872269	0.821596
fix_635_c60_lg_combined.ale.uml_rec	0.00194993	0.225988	0.427928
fix_997_c60_lg_combined.ale.uml_rec	0.0714445	0.0339699	0.0410327
fix_3281_c60_lg_combined.ale.uml_rec	0.425758	0.377606	1e-06
fix_2478_c60_lg_combined.ale.uml_rec	0.661344	0.129278	0.266281
fix_5230_c60_lg_combined.ale.uml_rec	0.166082	1e-06	1e-06
fix_5008_c60_lg_combined.ale.uml_rec	3.17835e-05	0.882007	0.994978
fix_2640_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.183817
fix_533_c60_lg_combined.ale.uml_rec	0.177453	0.378736	0.131827
fix_3187_c60_lg_combined.ale.uml_rec	1e-06	0.341342	0.470804
fix_4953_c60_lg_combined.ale.uml_rec	1e-06	1e-06	0.606171
fix_5136_c60_lg_combined.ale.uml_rec	0.606606	1e-06	0.678585
fix_3443_c60_lg_combined.ale.uml_rec	0.415429	0.379587	1e-06
fix_1436_c60_lg_combined.ale.uml_rec	0.111835	0.123088	0.457646
fix_1508_c60_lg_combined.ale.uml_rec	0.877692	0.091499	0.42009
fix_2384_c60_lg_combined.ale.uml_rec	0.2912	1e-06	0.581464
fix_4335_c60_lg_combined.ale.uml_rec	0.374249	0.389603	0.944378
fix_3745_c60_lg_combined.ale.uml_rec	6.04364e-05	0.16672	0.524339
fix_1730_c60_lg_combined.ale.uml_rec	1e-06	0.263346	0.401868
fix_1892_c60_lg_combined.ale.uml_rec	2.23238e-05	0.167832	0.224755
fix_2082_c60_lg_combined.ale.uml_rec	1e-06	0.728546	0.806126
fix_4033_c60_lg_combined.ale.uml_rec	0.000295546	0.870631	1.0578
fix_849_c60_lg_combined.ale.uml_rec	1e-06	0.404382	0.527821
fix_4517_c60_lg_combined.ale.uml_rec	1e-06	0.460907	0.245192
fix_1214_c60_lg_combined.ale.uml_rec	0.247349	0.103288	0.328781
fix_2498_c60_lg_combined.ale.uml_rec	0.396055	0.139325	0.621822
fix_3261_c60_lg_combined.ale.uml_rec	1e-06	0.622056	0.790943
fix_4429_c60_lg_combined.ale.uml_rec	1e-06	0.406524	0.535169
fix_977_c60_lg_combined.ale.uml_rec	0.0570035	0.238438	0.258399
fix_4611_c60_lg_combined.ale.uml_rec	1e-06	0.216698	0.419862
fix_3059_c60_lg_combined.ale.uml_rec	1e-06	0.644503	0.645361
fix_2902_c60_lg_combined.ale.uml_rec	1e-06	0.502395	0.63078
fix_1112_c60_lg_combined.ale.uml_rec	1.06332	0.05076	0.300861
fix_3167_c60_lg_combined.ale.uml_rec	1.07809	1e-06	0.363017
fix_4741_c60_lg_combined.ale.uml_rec	0.292255	0.255268	0.730072
fix_3109_c60_lg_combined.ale.uml_rec	0.116679	0.10491	1e-06
fix_483_c60_lg_combined.ale.uml_rec	9.83488e-05	0.314856	0.251762
fix_3037_c60_lg_combined.ale.uml_rec	0.500196	1.23937e-05	1e-06
fix_1042_c60_lg_combined.ale.uml_rec	1e-06	0.656808	0.586443
fix_5086_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2852_c60_lg_combined.ale.uml_rec	0.00120159	0.696679	0.580629
fix_4447_c60_lg_combined.ale.uml_rec	0.296763	0.222541	0.351182
fix_785_c60_lg_combined.ale.uml_rec	1e-06	0.135018	0.247921
fix_919_c60_lg_combined.ale.uml_rec	1e-06	0.512388	0.330449
fix_827_c60_lg_combined.ale.uml_rec	0.0735668	0.122389	0.133042
fix_3331_c60_lg_combined.ale.uml_rec	0.438069	0.550882	0.949542
fix_4579_c60_lg_combined.ale.uml_rec	1e-06	0.485201	0.614124
fix_5380_c60_lg_combined.ale.uml_rec	1e-06	0.169806	1e-06
fix_1344_c60_lg_combined.ale.uml_rec	1e-06	0.332424	0.508484
fix_1660_c60_lg_combined.ale.uml_rec	1e-06	0.415612	0.423918
fix_86_c60_lg_combined.ale.uml_rec	1e-06	0.481685	0.348602
fix_3615_c60_lg_combined.ale.uml_rec	0.224717	0.561231	1e-06
fix_3889_c60_lg_combined.ale.uml_rec	1.06623	1e-06	0.342884
fix_4163_c60_lg_combined.ale.uml_rec	1e-06	0.911799	0.921689
fix_1566_c60_lg_combined.ale.uml_rec	0.0845695	1e-06	0.481252
fix_3513_c60_lg_combined.ale.uml_rec	0.706997	1e-06	0.802563
fix_4265_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_1458_c60_lg_combined.ale.uml_rec	1.50272e-06	0.299983	0.0397461
fix_463_c60_lg_combined.ale.uml_rec	0.117462	0.155532	0.446607
fix_5158_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_2710_c60_lg_combined.ale.uml_rec	1.08183e-05	0.113955	0.325923
fix_5066_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_4803_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_765_c60_lg_combined.ale.uml_rec	0.223274	0.275224	0.531924
fix_2416_c60_lg_combined.ale.uml_rec	0.175149	0.483182	0.716085
fix_2528_c60_lg_combined.ale.uml_rec	0.427396	0.143752	0.840149
fix_5360_c60_lg_combined.ale.uml_rec	1.0922	8.58914e-06	0.488941
fix_4599_c60_lg_combined.ale.uml_rec	1e-06	1e-06	1e-06
fix_3869_c60_lg_combined.ale.uml_rec	0.000106065	1.66973e-06	0.396697
fix_66_c60_lg_combined.ale.uml_rec	0.282105	0.401506	0.403713
fix_1680_c60_lg_combined.ale.uml_rec	0.175166	0.284256	0.681704
fix_1922_c60_lg_combined.ale.uml_rec	1e-06	0.0962406	0.297468
fix_2132_c60_lg_combined.ale.uml_rec	1e-06	0.617434	0.613858
fix_241_c60_lg_combined.ale.uml_rec	0.0169073	0.0796806	0.112565
fix_3957_c60_lg_combined.ale.uml_rec	0.28723	1e-06	1e-06
fix_4183_c60_lg_combined.ale.uml_rec	6.94086e-06	0.184208	0.295674
fix_1586_c60_lg_combined.ale.uml_rec	0.944213	0.157013	0.42256
fix_2234_c60_lg_combined.ale.uml_rec	1.03214	5.91503e-05	0.1941
